Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
689,Giuseppe Di Serio,it ITA,FWMF,Benevento,it Serie A,19,2001,3.2,74,71,3,0,0,0,1,0,0,0,0,0,55,0,4
690,Boulaye Dia,sn SEN,FWMF,Reims,fr Ligue 1,23,1996,32.6,621,577,42,0,1,6,14,1,0,0,0,0,488,2,15
691,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,1991,0.2,10,10,0,0,0,0,2,0,0,0,0,0,5,0,1
692,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,21,1999,26.5,946,922,18,1,1,12,123,15,1,0,0,0,712,6,40
693,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,13.2,241,239,1,0,0,2,4,1,0,0,0,0,149,1,3
694,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,1996,23.1,997,959,31,30,0,12,1,1,0,0,0,0,841,7,8
695,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,16.6,1187,1116,69,24,0,4,12,45,0,0,0,0,1099,2,6
696,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,1.8,64,63,0,0,1,0,0,0,0,0,0,0,52,1,2
697,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,2002,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
698,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,25.8,563,547,15,0,1,9,17,2,0,0,0,0,371,1,21
699,Habib Diallo,sn SEN,FWMF,Metz,fr Ligue 1,25,1995,1.6,34,31,3,0,0,0,0,0,0,0,0,0,17,0,3
700,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,1999,11.3,600,586,11,9,0,2,7,2,0,0,0,0,503,3,4
701,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,1999,4.9,288,275,12,12,0,4,3,0,0,0,0,0,247,1,4
702,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,0,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
703,Grady Diangana,eng ENG,MFFW,West Brom,eng Premier League,22,1998,13.7,360,347,11,2,1,2,20,2,4,2,0,1,260,2,14
704,Stéphane Diarra,fr FRA,MFFW,Lorient,fr Ligue 1,21,1998,2.2,84,78,6,0,0,0,14,2,4,0,0,0,57,0,3
705,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,1997,31.6,2722,2665,52,46,1,5,2,2,0,0,0,0,2531,5,10
706,Krépin Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,21,1999,4.3,161,154,5,0,0,1,12,5,0,0,0,0,114,2,4
707,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,1997,7.3,470,461,8,5,1,1,0,3,0,0,0,0,421,1,3
708,Brahim Díaz,es ESP,MFFW,Milan,it Serie A,20,1999,13.6,488,456,29,6,1,0,16,3,15,6,3,0,415,3,8
709,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,1988,9.2,391,298,91,13,0,2,33,74,4,0,3,0,258,2,8
710,Daniel Didavi,de GER,MFFW,Stuttgart,de Bundesliga,30,1990,10.8,412,374,36,12,1,3,35,9,14,3,10,0,296,2,17
711,Bamba Dieng,sn SEN,FWDF,Marseille,fr Ligue 1,20,2000,1.4,19,15,4,0,0,0,1,1,0,0,0,0,14,0,0
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,1994,28,1802,1757,43,37,1,21,5,6,0,0,0,0,1493,2,13
713,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,2003,5.2,211,206,5,3,0,3,0,0,0,0,0,0,185,0,1
714,Lucas Digne,fr FRA,DFMF,Everton,eng Premier League,27,1993,29.8,1736,1373,355,64,0,8,215,247,44,23,17,1,1231,8,52
715,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,1993,16.5,794,635,159,8,0,0,37,151,0,0,0,0,602,0,23
716,Javairô Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,22,1998,5.9,175,169,5,0,1,1,9,4,1,0,0,0,128,1,6
717,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,1997,29,1903,1503,390,115,0,18,262,156,119,38,74,0,1329,10,45
718,Junior Dina Ebimbe,fr FRA,FWMF,Dijon,fr Ligue 1,19,2000,23.8,800,780,15,8,3,5,27,6,0,0,0,0,634,5,23
719,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,1991,0.2,15,15,0,0,0,0,0,0,0,0,0,0,12,0,1
720,Eren Dinkçi,de GER,MFFW,Werder Bremen,de Bundesliga,18,2001,1.2,23,23,0,0,0,0,0,0,0,0,0,0,18,0,0
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,2001,12.6,739,714,25,16,1,2,2,9,0,0,0,0,638,0,5
722,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,1992,19.4,390,356,34,0,2,1,38,1,0,0,0,0,235,0,22
723,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,1997,15.3,585,572,12,11,0,0,0,1,0,0,0,0,480,1,5
724,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,1986,25.8,882,864,12,12,1,11,10,0,0,0,0,0,605,6,15
725,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,20,2000,22.5,985,948,35,15,0,6,39,10,10,1,5,1,770,2,21
726,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
727,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,20,1999,1.5,52,39,13,1,0,0,0,0,0,0,0,0,41,0,0
728,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
729,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,1998,22.3,1558,1491,62,27,0,17,4,35,0,0,0,0,1336,5,6
730,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,2000,9.7,711,630,79,8,0,1,6,71,0,0,0,0,614,2,8
731,Djené,tg TOG,DF,Getafe,es La Liga,28,1991,32.7,1042,965,74,51,0,5,10,23,0,0,0,0,757,3,6
732,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,22,1998,13.8,407,386,19,3,0,1,9,14,0,0,0,0,290,2,20
733,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,1992,16.9,757,679,76,22,0,4,5,54,0,0,0,0,606,2,11
734,Alexander Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,25,1994,28.4,1351,1307,42,39,1,12,8,2,1,0,1,0,1134,2,8
735,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,1993,29.2,1798,1706,91,40,0,10,9,51,0,0,0,0,1568,1,17
736,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28,1992,34.7,1071,714,355,122,0,5,0,0,0,0,0,0,585,2,0
737,Ritsu Doan,jp JPN,MFFW,Arminia,de Bundesliga,22,1998,30.8,838,690,145,76,4,10,138,11,57,27,21,1,518,3,32
738,Mihai Dobre,ro ROU,FW,Dijon,fr Ligue 1,21,1998,5.9,171,165,6,0,0,1,4,3,0,0,0,0,123,0,11
739,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,1992,13.8,841,700,139,7,0,4,31,132,0,0,0,0,657,2,20
740,Jeremy Doku,be BEL,MFFW,Rennes,fr Ligue 1,18,2002,25.7,969,958,7,3,4,3,57,4,0,0,0,0,773,4,27
741,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,22,1997,21.4,313,269,42,0,0,1,3,0,0,0,0,0,251,2,6
742,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,27,1993,5,177,163,13,3,0,0,13,1,8,3,3,0,150,1,4
743,Jaume Doménech,es ESP,GK,Valencia,es La Liga,29,1990,28,894,552,337,94,0,1,0,0,0,0,0,0,612,5,0
744,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,2001,4,157,156,1,1,0,0,0,0,0,0,0,0,126,0,1
745,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,22,1998,13.9,716,679,33,29,1,3,11,3,0,0,0,0,614,4,7
746,John Donald,es ESP,DFMF,Elche,es La Liga,19,2000,0.6,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0
747,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29,1991,0.7,29,27,2,0,0,0,0,0,0,0,0,0,15,0,0
748,Anastasios Donis,gr GRE,MF,Reims,fr Ligue 1,23,1996,1.1,24,24,0,0,0,0,5,0,0,0,0,0,12,0,2
749,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,21,1999,37,1232,957,271,64,0,4,0,0,0,0,0,0,979,4,1
750,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,22,1997,22.2,1559,1526,28,26,1,6,2,2,0,0,0,0,1332,5,10
751,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31,1989,9.1,304,295,7,1,1,0,0,1,0,0,0,0,196,2,4
752,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,27,1993,27.1,1354,1339,11,10,3,4,9,0,1,0,0,0,1141,4,28
753,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,20,2000,29.2,1453,1432,17,16,1,19,3,0,0,0,0,0,1252,4,21
754,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,19,2001,3.7,198,159,39,4,0,0,8,35,0,0,0,0,152,0,3
755,Mahamadou Doucouré,ml MLI,FWMF,Nîmes,fr Ligue 1,20,2000,0.5,12,11,1,0,0,0,1,0,0,0,0,0,9,0,0
756,Cheick Doukouré,ci CIV,MFFW,Levante,es La Liga,27,1992,1.1,43,42,1,1,0,0,0,0,0,0,0,0,36,0,2
757,Idrissa Doumbia,ci CIV,MF,Huesca,es La Liga,22,1998,8.7,415,412,3,3,1,2,0,0,0,0,0,0,382,0,3
758,Moussa Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,25,1994,10,397,377,18,7,0,3,34,0,11,6,4,0,317,2,10
759,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,1996,24.7,1272,1022,249,10,0,4,64,239,0,0,0,0,1009,1,27
760,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,29,1991,12.6,1076,994,82,27,1,16,12,54,0,0,0,0,952,0,8
761,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,22,1997,35,1055,669,380,120,0,2,0,0,0,0,0,0,699,6,0
762,Denis Drăguș,ro ROU,FWMF,Crotone,it Serie A,21,1999,2,69,67,2,0,0,2,2,0,0,0,0,0,48,0,2
763,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,2002,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
764,Mouhamadou Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1999,1.9,55,52,3,3,0,0,0,0,0,0,0,0,44,0,1
765,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,26,1993,11.8,639,605,31,6,1,2,29,5,20,11,3,0,549,3,10
766,Dominick Drexler,de GER,MFFW,Köln,de Bundesliga,30,1990,13.7,547,520,26,6,1,2,37,19,0,0,0,0,414,1,17
767,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15,358,211,146,38,0,2,0,0,0,0,0,0,225,1,1
768,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,1995,26.3,964,915,46,40,0,8,1,6,0,0,0,0,742,3,9
769,Léo Duarte,br BRA,DF,Milan,it Serie A,24,1996,0.2,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0
770,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,1989,22.9,1235,1186,47,39,1,12,1,2,0,0,0,0,1028,2,2
771,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,1995,28.3,1348,1029,315,55,1,11,110,240,20,7,10,2,938,4,29
772,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,32.3,2283,1797,476,70,0,9,212,316,90,1,59,0,1785,10,45
773,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13,438,272,166,44,0,4,0,0,0,0,0,0,322,0,1
774,Ondrej Duda,sk SVK,FWMF,Köln,de Bundesliga,25,1994,28.2,1253,1073,167,57,5,23,133,3,77,26,40,0,888,13,32
775,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,1999,0.7,48,33,15,0,0,0,0,15,0,0,0,0,36,0,2
776,Haris Duljević,ba BIH,MFFW,Nîmes,fr Ligue 1,26,1993,8.6,300,283,15,4,2,4,18,3,2,2,0,0,223,2,5
777,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,13.9,575,516,54,12,0,1,10,42,0,0,0,0,423,5,7
778,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,27,1993,1.8,90,84,5,4,0,2,1,0,0,0,0,0,67,1,1
779,Alfred Duncan,gh GHA,MF,Cagliari,it Serie A,27,1993,11.9,598,584,13,10,1,5,12,3,0,0,0,0,482,1,10
780,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,32.6,2240,2153,83,71,0,22,1,12,0,0,0,0,2000,4,4
781,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3,153,153,0,0,0,0,0,0,0,0,0,0,105,0,1
782,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,16.4,732,576,155,3,1,3,48,152,0,0,0,0,504,1,18
783,Hugo Duro,es ESP,FW,Real Madrid,es La Liga,20,1999,0.6,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
784,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,23,1997,22.5,1361,1297,61,42,0,14,10,19,0,0,0,0,1135,3,10
785,Paulo Dybala,ar ARG,FW,Juventus,it Serie A,26,1993,12.6,705,604,98,19,1,7,65,4,53,5,36,0,576,3,13
786,Edin Džeko,ba BIH,FW,Roma,it Serie A,34,1986,20.3,512,464,42,0,0,8,16,3,0,0,0,0,338,6,23
787,Steeve-Mike Ebongue,fr FRA,MF,Genoa,it Serie A,19,2001,0.6,27,27,0,0,0,0,0,0,0,0,0,0,20,0,4
788,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,1999,2.9,151,134,16,5,0,0,4,11,0,0,0,0,129,1,3
789,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38,1972,1894,75,69,0,10,2,6,0,0,0,0,1666,3,7
790,Simone Edera,it ITA,DFMF,Torino,it Serie A,23,1997,0.6,22,17,5,4,0,0,5,0,1,0,1,0,17,0,1
791,Ederson,br BRA,GK,Manchester City,eng Premier League,26,1993,36,1122,897,223,70,0,5,0,0,0,0,0,0,939,2,1
792,Kyle Edwards,eng ENG,MFFW,West Brom,eng Premier League,22,1998,1.3,35,35,0,0,0,0,1,0,0,0,0,0,31,0,1
793,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,29.2,1135,1109,22,18,0,6,4,4,0,0,0,0,923,4,5
794,Johannes Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,22,1998,0.4,16,16,0,0,0,0,1,0,0,0,0,0,11,0,0
795,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,1996,32.7,1367,1331,33,20,5,10,17,11,1,0,0,0,1034,3,31
796,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,17,2002,0.2,5,4,1,0,0,0,0,0,1,0,0,0,4,0,1
797,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,12.6,584,448,136,11,0,1,38,125,0,0,0,0,431,0,16
798,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,31,1989,25.5,1049,990,59,57,0,6,2,2,0,0,0,0,878,0,9
799,Hugo Ekitike,fr FRA,FWMF,Reims,fr Ligue 1,18,2002,1,30,27,3,0,0,1,0,0,0,0,0,0,25,0,0
800,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,18,2002,1.7,55,54,1,0,0,1,2,0,0,0,0,0,41,0,2
801,Niclas Eliasson,se SWE,MFFW,Nîmes,fr Ligue 1,24,1995,20,530,415,112,41,0,1,142,14,57,27,26,0,307,3,11
802,Elif Elmas,mk MKD,MFFW,Napoli,it Serie A,20,1999,8.2,355,348,6,3,0,0,5,2,1,0,0,0,319,1,5
803,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,9.3,618,491,126,18,0,4,39,108,0,0,0,0,468,1,6
804,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,28,1992,17.2,1019,995,21,17,0,6,2,4,0,0,0,0,944,3,7
805,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,20.9,1245,1191,53,37,2,12,5,16,0,0,0,0,1058,1,2
806,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,28.2,1902,1857,44,38,0,5,0,6,0,0,0,0,1734,1,19
807,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,1993,5.2,165,152,10,10,0,0,0,0,0,0,0,0,127,3,0
808,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,17,2003,6.2,105,100,5,0,0,0,4,1,0,0,0,0,69,0,3
809,Breel Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,23,1997,16,450,418,27,3,2,1,6,0,0,0,0,0,324,5,22
810,Emerson,br BRA,DF,Betis,es La Liga,21,1999,33.2,1936,1573,357,46,0,4,90,311,0,0,0,0,1533,6,52
811,Renaud Emond,be BEL,FWMF,Nantes,fr Ligue 1,28,1991,3.9,86,77,9,0,0,0,2,2,0,0,0,0,58,0,1
812,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,2.4,115,112,3,3,0,1,0,0,0,0,0,0,92,0,3
813,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23,1997,25.7,396,361,32,0,0,2,13,3,0,0,0,0,260,3,10
814,Keita Endo,jp JPN,MFFW,Union Berlin,de Bundesliga,22,1997,5.1,111,111,0,0,0,0,9,0,0,0,0,0,75,0,4
815,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,27,1993,32.8,1830,1794,31,25,4,4,2,6,0,0,0,0,1526,5,32
816,Sergi Enrich,es ESP,FW,Eibar,es La Liga,30,1990,15.6,450,424,22,0,0,6,8,1,0,0,0,0,338,4,10
817,Christian Eriksen,dk DEN,MF,Inter,it Serie A,28,1992,15.4,1061,942,113,36,0,9,103,1,75,26,37,0,863,6,13
818,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,20,1075,1011,62,57,0,13,2,5,0,0,0,0,911,2,4
819,Patrick Erras,de GER,FWMF,Werder Bremen,de Bundesliga,25,1995,0.3,31,30,1,0,0,0,0,0,0,0,0,0,18,0,0
820,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27,1993,8.1,481,474,6,5,0,2,4,0,0,0,0,0,422,1,6
821,Aarón Escandell,es ESP,GK,Granada,es La Liga,24,1995,5,159,97,61,28,0,0,0,0,0,0,0,0,78,1,0
822,Dani Escriche,es ESP,FWMF,Huesca,es La Liga,22,1998,9.5,271,263,7,0,1,1,8,2,1,0,0,0,194,1,10
823,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,6.3,401,328,71,16,1,3,21,50,5,0,3,0,340,2,4
824,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,1992,28.9,1043,772,262,23,0,15,80,239,0,0,0,0,650,9,28
825,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21,1999,2.6,99,96,2,1,0,3,3,1,0,0,0,0,81,1,2
826,Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24,1995,19.6,923,848,67,26,0,9,91,8,33,0,24,0,679,8,23
827,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,1998,13,662,559,102,9,1,3,65,93,0,0,0,0,516,1,29
828,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1,36,27,9,0,0,0,5,9,0,0,0,0,23,0,1
829,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,1987,9.8,319,302,15,15,0,7,0,0,0,0,0,0,198,2,4
830,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,1988,27.5,1854,1814,38,36,1,4,0,2,0,0,0,0,1592,2,5
831,Edu Expósito,es ESP,MF,Eibar,es La Liga,23,1996,27.3,1162,1092,61,20,2,9,84,4,35,18,17,0,853,9,20
832,Valentin Eysseric,fr FRA,MFFW,Fiorentina,it Serie A,28,1992,8.1,357,330,26,11,0,11,33,3,12,6,4,0,256,1,9
833,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,22,1998,28.4,1188,1046,134,36,1,4,86,6,63,26,13,9,945,8,25
834,Jokin Ezkieta,es ESP,GK,Athletic Club,es La Liga,23,1996,1,25,16,9,2,0,0,0,0,0,0,0,0,22,0,0
835,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,35,1985,35,1015,633,377,105,0,1,0,0,0,0,0,0,622,5,0
836,Fabinho,br BRA,DFMF,Liverpool,eng Premier League,26,1993,28.5,2117,2080,36,29,0,6,1,7,0,0,0,0,1910,1,5
837,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,1990,16.7,881,688,191,13,1,2,32,177,1,1,0,0,675,2,14
838,Cesc Fàbregas,es ESP,MFFW,Monaco,fr Ligue 1,33,1987,9.7,809,711,96,33,2,7,69,5,56,24,21,2,634,2,15
839,Bandiougou Fadiga,fr FRA,FWMF,Paris S-G,fr Ligue 1,19,2001,0.7,35,34,0,0,0,0,0,0,0,0,0,0,33,1,0
840,Bandiougou Fadiga,fr FRA,MFFW,Brest,fr Ligue 1,19,2001,0.5,29,28,1,1,0,0,1,0,0,0,0,0,24,0,1
841,Wout Faes,be BEL,DF,Reims,fr Ligue 1,22,1998,32.2,1608,1577,25,22,0,14,0,3,0,0,0,0,1380,6,5
842,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,19,2001,0.2,20,18,2,1,0,0,1,0,1,0,1,0,18,0,0
843,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,31,1988,20.8,824,558,263,80,0,0,0,0,0,0,0,0,533,3,1
844,Romain Faivre,fr FRA,MFFW,Brest,fr Ligue 1,22,1998,32.1,1476,1299,171,58,0,10,138,13,92,55,22,0,1172,6,26
845,Fali,es ESP,DFMF,Cádiz,es La Liga,26,1993,29.3,731,671,58,51,2,9,19,6,0,0,0,0,505,2,4
846,Iago Falque,es ESP,MFFW,Benevento,it Serie A,30,1990,4,212,189,23,6,1,1,30,2,12,7,4,0,159,0,6
847,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,18,2002,2.4,73,69,4,2,0,1,0,0,0,0,0,0,54,0,3
848,Paolo Faragò,it ITA,DF,Bologna,it Serie A,27,1993,0.3,13,12,1,0,0,0,0,1,0,0,0,0,11,0,1
849,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,27,1993,4.1,225,185,40,5,0,1,11,35,0,0,0,0,190,0,6
850,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,1991,32.1,1487,1198,278,31,0,6,62,247,0,0,0,0,1050,11,37
851,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,1996,12.7,540,468,70,6,0,1,60,64,0,0,0,0,412,2,18
852,Diego Farias,br BRA,FW,Spezia,it Serie A,30,1990,16.8,654,637,13,4,1,7,21,5,4,0,1,0,530,4,14
853,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,22,1998,1.2,28,17,11,2,0,0,0,0,0,0,0,0,18,0,0
854,Noah Fatar,fr FRA,FWMF,Angers,fr Ligue 1,18,2002,0.2,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
855,Ansu Fati,es ESP,FW,Barcelona,es La Liga,17,2002,4.8,202,194,8,0,3,0,4,1,4,2,0,0,168,0,2
856,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33,1987,10.6,608,483,124,8,0,16,52,110,6,0,2,0,455,1,16
857,Andrea Favilli,it ITA,FW,Hellas Verona,it Serie A,23,1997,3.8,80,75,5,0,0,2,0,0,0,0,0,0,54,0,2
858,Federico Fazio,ar ARG,DF,Roma,it Serie A,33,1987,4.5,317,307,10,9,1,3,4,1,0,0,0,0,272,0,3
859,Nabil Fekir,fr FRA,MFFW,Betis,es La Liga,27,1993,29.1,1309,1150,152,41,4,11,115,11,83,27,30,2,1048,7,26
860,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31,1989,22.9,1054,1017,33,29,0,6,1,4,0,0,0,0,889,4,5
861,Luiz Felipe,it ITA,DF,Lazio,it Serie A,23,1997,10.1,548,528,20,17,0,3,2,3,0,0,0,0,500,0,0
862,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,20,1999,17.5,689,667,17,4,8,5,11,6,1,1,0,0,567,5,16
863,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22,1997,29,1491,1408,79,58,0,15,5,21,0,0,0,0,1215,4,20
864,Zinedine Ferhat,dz ALG,FWMF,Nîmes,fr Ligue 1,27,1993,32.9,1242,1156,80,15,5,11,124,24,39,10,18,1,819,6,31
865,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,25,1994,34.4,2339,2098,220,63,12,43,166,40,59,27,21,2,1734,21,68
866,Edimilson Fernandes,ch SUI,MFFW,Mainz 05,de Bundesliga,24,1996,9.3,362,319,41,9,0,7,26,19,13,6,7,0,266,2,8
867,Aitor Fernández,es ESP,GK,Levante,es La Liga,29,1991,29,928,655,272,65,0,2,0,1,0,0,0,0,709,1,0
868,Álex Fernández,es ESP,MF,Cádiz,es La Liga,27,1992,21.6,936,760,171,74,0,14,123,13,75,34,32,1,692,5,22
869,Álvaro Fernández,es ESP,GK,Huesca,es La Liga,22,1998,22,816,572,236,63,0,2,0,0,0,0,0,0,615,8,0
870,Andrés Fernández,es ESP,GK,Huesca,es La Liga,33,1986,16,574,400,167,47,1,3,0,0,0,0,0,0,395,7,1
871,Augusto Fernández,ar ARG,MF,Cádiz,es La Liga,34,1986,4.1,119,117,2,2,0,4,1,0,0,0,0,0,91,0,3
872,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,24,1996,1.6,38,37,1,0,0,0,0,0,0,0,0,0,28,0,1
873,Carlos Fernández,es ESP,FWMF,Real Sociedad,es La Liga,24,1996,4.3,115,113,1,0,2,0,3,0,0,0,0,0,74,1,8
874,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,1989,23.1,894,814,76,33,0,13,13,43,0,0,0,0,715,4,9
875,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,1996,23,778,751,27,26,0,8,1,1,0,0,0,0,615,0,3
876,Fernandinho,br BRA,MF,Manchester City,eng Premier League,35,1985,13.2,1026,1002,22,18,1,12,6,4,0,0,0,0,889,2,9
877,Fernando,br BRA,MF,Sevilla,es La Liga,33,1987,28.3,1591,1525,60,51,3,25,1,9,0,0,0,0,1423,6,10
878,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,1994,9.8,493,428,63,18,0,2,4,44,0,0,0,0,411,2,6
879,David Ferreiro,es ESP,MFFW,Huesca,es La Liga,32,1988,28.1,1090,910,169,68,0,19,245,11,88,31,37,0,701,11,40
880,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,1998,13.2,908,731,176,20,0,7,57,154,2,0,0,0,676,1,31
