Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1279,Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,399,384,12,9,0,3,0,3,0,0,0,0,336,3,3
1280,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,1814,1698,113,27,0,3,25,86,0,0,0,0,1536,3,17
1281,Justin Kluivert,nl NED,FW,Roma,it Serie A,20,1999,16.8,481,463,17,6,0,8,23,10,1,1,0,0,388,1,10
1282,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,818,623,189,22,0,5,32,167,0,0,0,0,557,6,23
1283,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,979,941,38,32,0,12,4,6,0,0,0,0,807,0,10
1284,Robin Koch,de GER,DFMF,Freiburg,de Bundesliga,23,1996,30.1,1517,1479,35,33,4,19,4,2,0,0,0,0,1266,3,18
1285,Giorgi Kochorashvili,ge GEO,MF,Levante,es La Liga,20,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,Jonathan Kodjia,ci CIV,FW,Aston Villa,eng Premier League,29,1989,1.3,27,25,2,0,0,0,0,0,0,0,0,0,15,0,2
1287,Kenan Kodro,ba BIH,FWMF,Athletic Club,es La Liga,25,1993,4,83,78,5,0,0,0,2,0,0,0,0,0,53,0,2
1288,Dominik Kohr,de GER,MF,Eint Frankfurt,de Bundesliga,25,1994,16.1,797,775,20,13,0,6,13,2,4,1,2,0,636,2,17
1289,Koke,es ESP,MF,Atlético Madrid,es La Liga,27,1992,30,1759,1577,163,79,15,8,87,8,60,19,25,0,1430,19,20
1290,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,30.4,1823,1503,315,66,5,31,183,178,71,5,61,0,1445,5,34
1291,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,18.9,1041,925,113,4,0,1,29,109,0,0,0,0,877,3,15
1292,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,14.5,732,658,73,17,0,1,24,56,0,0,0,0,558,1,4
1293,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,14.8,913,734,178,9,0,5,48,168,1,0,0,0,713,1,18
1294,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,6.3,345,339,6,6,0,1,3,0,0,0,0,0,305,0,0
1295,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,26,1993,6.8,109,98,11,0,0,0,2,1,0,0,0,0,77,0,3
1296,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,26,1993,20.1,1117,1083,29,29,3,35,1,0,0,0,0,0,935,5,6
1297,Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,18,2001,9.7,378,374,3,3,1,1,1,0,0,0,0,0,305,1,4
1298,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,16.4,741,710,30,27,1,15,4,3,0,0,0,0,598,1,10
1299,Moussa Koné,sn SEN,FWMF,Nîmes,fr Ligue 1,22,1996,1.6,21,20,1,0,0,2,1,0,0,0,0,0,17,0,1
1300,Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,654,567,85,8,0,5,24,77,0,0,0,0,554,2,5
1301,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1997,22.7,877,769,107,17,0,3,13,90,0,0,0,0,677,1,8
1302,Pascal Köpke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,1.3,34,33,1,1,0,0,1,0,0,0,0,0,23,0,1
1303,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,1378,1333,42,36,2,6,0,6,0,0,0,0,1209,3,6
1304,Filip Kostić,rs SRB,DFFW,Eint Frankfurt,de Bundesliga,26,1992,32.9,1609,1281,319,54,2,15,385,155,110,31,68,0,942,9,75
1305,Christian Kouamé,ci CIV,FWMF,Fiorentina,it Serie A,21,1997,3.3,102,96,5,1,1,2,1,2,0,0,0,0,73,1,2
1306,Christian Kouamé,ci CIV,FW,Genoa,it Serie A,21,1997,10.2,242,229,13,2,0,0,4,4,0,0,0,0,176,0,3
1307,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24,841,560,275,62,0,3,0,1,0,0,0,0,503,6,0
1308,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,23.4,1702,1627,72,50,0,13,4,10,0,0,0,0,1551,3,6
1309,Efthimis Koulouris,gr GRE,FW,Toulouse,fr Ligue 1,23,1996,17.1,501,466,33,1,0,2,13,3,0,0,0,0,359,2,13
1310,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,25.7,1511,1438,70,26,0,3,16,44,0,0,0,0,1279,3,11
1311,Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,1,57,41,16,0,0,0,3,16,0,0,0,0,42,0,2
1312,Cheikhou Kouyaté,sn SEN,MFDF,Crystal Palace,eng Premier League,29,1989,28.1,876,861,12,6,1,1,17,5,0,0,0,0,636,3,17
1313,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,25,1994,23,1889,1840,46,36,10,34,8,10,0,0,0,0,1685,3,15
1314,Dawid Kownacki,pl POL,FWMF,Düsseldorf,de Bundesliga,22,1997,12.1,317,296,20,1,0,5,16,12,0,0,0,0,206,1,16
1315,İsmail Köybaşı,tr TUR,DFFW,Granada,es La Liga,30,1989,2.6,85,67,17,2,0,0,8,15,0,0,0,0,53,1,4
1316,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4,129,87,41,8,0,0,0,0,0,0,0,0,78,1,0
1317,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,11.3,418,346,69,3,0,2,20,66,0,0,0,0,305,3,12
1318,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,28,1991,15.8,549,510,36,3,1,2,27,7,2,1,1,0,440,3,10
1319,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,28,1991,16.3,932,892,36,33,1,3,7,2,1,1,0,0,788,4,8
1320,Tom Krauß,de GER,MF,RB Leipzig,de Bundesliga,18,2001,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1321,Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27,1992,11.7,649,530,112,14,0,3,14,97,0,0,0,0,527,7,13
1322,Rene Krhin,si SVN,DFMF,Nantes,fr Ligue 1,29,1990,3.6,156,150,6,6,0,0,0,0,0,0,0,0,135,0,0
1323,Felix Kroos,de GER,MFDF,Union Berlin,de Bundesliga,28,1991,4.2,165,154,11,7,1,1,4,0,3,2,0,0,129,0,2
1324,Toni Kroos,de GER,MF,Real Madrid,es La Liga,29,1990,29.5,2501,2231,256,110,4,82,145,6,140,42,44,0,2224,14,12
1325,Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36,1583,1134,446,114,0,6,0,0,0,0,0,0,1084,3,2
1326,Rade Krunić,ba BIH,MFFW,Milan,it Serie A,25,1993,6,233,226,7,4,1,2,0,3,0,0,0,0,197,0,6
1327,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26,1992,2.3,99,89,9,3,0,2,3,6,0,0,0,0,76,1,0
1328,Takefusa Kubo,jp JPN,MFFW,Mallorca,es La Liga,18,2001,25.7,766,720,42,8,2,1,80,3,25,11,7,0,526,4,41
1329,Juraj Kucka,sk SVK,MFFW,Parma,it Serie A,32,1987,21.5,723,699,18,4,3,10,27,10,0,0,0,0,495,6,12
1330,Dejan Kulusevski,se SWE,FWMF,Parma,it Serie A,19,2000,32.6,1138,1065,66,9,7,3,63,9,19,13,0,0,865,7,32
1331,Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,922,892,23,20,0,4,1,3,0,0,0,0,773,7,8
1332,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,20.7,1019,939,77,57,2,16,29,11,9,3,6,0,790,3,11
1333,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,30,1989,15.7,685,646,37,21,2,12,81,7,9,4,5,0,505,2,21
1334,Jasmin Kurtić,si SVN,MFFW,Parma,it Serie A,30,1989,18.5,804,763,41,18,1,25,55,8,15,6,8,0,675,0,14
1335,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,9.5,675,604,69,7,0,1,21,62,0,0,0,0,601,2,8
1336,Dereck Kutesa,ch SUI,FWMF,Reims,fr Ligue 1,21,1997,5.9,152,149,1,0,1,0,7,1,0,0,0,0,109,2,8
1337,Ahmed Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,19,2000,7.5,172,161,9,0,1,1,7,1,0,0,0,0,118,2,8
1338,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,10.9,614,510,103,17,1,1,26,86,0,0,0,0,469,1,5
1339,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,it Serie A,23,1996,18.3,1144,956,186,29,0,1,50,152,5,4,0,0,946,2,21
1340,Antonino La Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,2.1,36,31,4,0,0,0,0,0,0,0,0,0,31,1,1
1341,Andrea La Mantia,it ITA,FW,Lecce,it Serie A,28,1991,6.1,117,113,4,1,0,2,1,1,0,0,0,0,85,0,2
1342,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,24.9,661,642,9,1,2,2,34,4,0,0,0,0,428,10,28
1343,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,20.8,521,475,45,0,3,6,15,0,0,0,0,0,391,1,15
1344,Riccardo Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,1.4,78,71,6,6,1,1,2,0,0,0,0,0,61,1,1
1345,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27,886,615,267,80,0,2,0,0,0,0,0,0,552,4,2
1346,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,29.5,1066,1001,63,63,0,7,3,0,0,0,0,0,771,2,8
1347,Jack Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1348,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,23.5,1296,1257,35,23,6,10,8,12,0,0,0,0,1045,4,27
1349,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,26,1992,30.1,1561,1243,309,35,0,10,103,273,1,0,0,1,1086,9,52
1350,Diego Lainez,mx MEX,MFFW,Betis,es La Liga,19,2000,3.9,121,112,7,3,0,0,11,3,1,1,0,0,85,2,5
1351,Kenny Lala,fr FRA,DFMF,Strasbourg,fr Ligue 1,27,1991,22.7,1362,1044,316,51,2,30,132,226,39,11,21,0,1009,2,29
1352,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,31,1988,4.2,272,267,3,1,1,2,3,1,0,0,0,0,229,2,5
1353,Érik Lamela,ar ARG,MFFW,Tottenham,eng Premier League,27,1992,13.5,593,535,56,8,2,2,49,1,40,28,7,1,461,2,21
1354,Tariq Lamptey,gh GHA,DF,Chelsea,eng Premier League,18,2000,0.4,14,9,5,0,0,0,2,5,0,0,0,0,11,0,0
1355,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,18,2000,6.5,235,187,48,5,0,0,21,43,0,0,0,0,177,0,9
1356,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,395,380,14,14,0,7,0,0,0,0,0,0,308,1,1
1357,Michael Lang,ch SUI,DFFW,Werder Bremen,de Bundesliga,28,1991,6,326,267,58,3,0,1,18,55,0,0,0,0,262,1,5
1358,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,198,189,9,9,0,0,0,0,0,0,0,0,169,0,4
1359,Henri Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,83,79,4,0,0,2,1,0,0,0,0,0,64,0,0
1360,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,26,1993,15.3,806,738,64,20,5,3,43,3,33,19,11,0,674,4,6
1361,Gianluca Lapadula,pe PER,FW,Lecce,it Serie A,29,1990,19.8,329,273,54,1,1,1,10,1,0,0,0,0,243,2,7
1362,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,25,1994,12.2,1153,1139,14,9,0,14,0,5,0,0,0,0,1067,0,5
1363,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,29.3,1332,1233,93,89,0,13,4,4,0,0,0,0,1024,6,5
1364,Larra,es ESP,FWMF,Athletic Club,es La Liga,21,1997,2.8,77,70,7,0,0,0,14,1,6,3,3,0,44,0,3
1365,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,1019,730,288,53,0,2,0,0,0,0,0,0,746,1,0
1366,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,28.5,480,442,35,0,0,3,19,2,0,0,0,0,325,3,17
1367,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,851,836,11,11,0,5,0,0,0,0,0,0,676,4,7
1368,Paul Lasne,fr FRA,MFFW,Brest,fr Ligue 1,30,1989,13.6,665,657,5,3,2,4,12,2,0,0,0,0,546,3,10
1369,Toni Lato,es ESP,DFMF,Osasuna,es La Liga,21,1997,5.2,255,186,68,3,0,0,13,65,0,0,0,0,172,1,11
1370,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,15.3,626,598,28,18,1,7,10,5,4,2,2,0,495,0,10
1371,Vincent Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.8,542,438,103,16,0,1,21,87,0,0,0,0,427,1,10
1372,Wesley Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,31,1987,20.8,990,957,32,30,1,13,2,2,0,0,0,0,853,1,13
1373,Diego Laxalt,uy URU,DFMF,Torino,it Serie A,26,1993,6.6,307,253,52,4,0,0,16,46,2,0,0,0,217,2,8
1374,Diego Laxalt,uy URU,DF,Milan,it Serie A,26,1993,1.9,119,101,18,2,0,0,10,16,0,0,0,0,93,0,3
1375,Valentino Lazaro,at AUT,DFMF,Newcastle Utd,eng Premier League,23,1996,5.3,197,168,28,4,0,1,13,13,11,3,6,0,157,1,2
1376,Valentino Lazaro,at AUT,DF,Inter,it Serie A,23,1996,3.6,195,157,38,3,0,2,18,27,8,3,1,0,147,0,5
1377,Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,28,1990,36,1665,1342,313,9,1,2,135,288,16,14,1,0,1229,10,49
1378,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,25,1993,28.3,1066,892,172,14,3,3,135,158,0,0,0,0,835,2,33
1379,Mickaël Le Bihan,fr FRA,FWDF,Nice,fr Ligue 1,29,1990,1.1,21,19,2,0,0,0,1,0,0,0,0,0,16,0,1
1380,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,26.6,1735,1661,72,66,0,9,0,6,0,0,0,0,1523,2,9
1381,Damien Le Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1990,27.3,992,949,41,39,1,8,7,2,0,0,0,0,790,2,11
1382,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,23,1996,12,405,391,13,13,3,4,22,0,0,0,0,0,303,1,7
1383,Rafael Leão,pt POR,FW,Milan,it Serie A,20,1999,15.6,465,457,7,0,0,2,37,3,0,0,0,0,349,1,11
1384,Adrien Lebeau,fr FRA,MFFW,Strasbourg,fr Ligue 1,20,1999,0.1,5,4,1,0,0,0,1,0,1,1,0,0,3,0,1
1385,Mathew Leckie,au AUS,DFFW,Hertha BSC,de Bundesliga,28,1991,2.2,87,78,9,0,0,0,3,9,0,0,0,0,59,0,6
1386,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28,850,558,291,79,0,1,0,0,0,0,0,0,633,1,0
1387,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,25,1221,1168,50,29,3,17,46,15,6,2,4,0,1019,3,23
1388,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,1993,9.4,503,455,48,11,0,11,7,37,0,0,0,0,407,0,3
1389,Wu Lei,cn CHN,FWMF,Espanyol,es La Liga,27,1991,19.1,312,299,11,1,0,1,27,1,0,0,0,0,201,2,10
1390,Toni Leistner,de GER,DF,Köln,de Bundesliga,28,1990,11.2,646,623,20,18,0,5,2,2,0,0,0,0,522,3,4
1391,Moritz Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,7.6,579,545,28,22,1,2,5,5,0,0,0,0,498,6,12
1392,Lucas Leiva,br BRA,MF,Lazio,it Serie A,32,1987,20.1,1142,1109,29,27,2,8,6,2,0,0,0,0,978,4,15
1393,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,4.9,216,194,22,6,0,2,3,16,0,0,0,0,148,0,6
1394,Iñigo Lekue,es ESP,FWDF,Athletic Club,es La Liga,26,1993,6.9,279,229,48,3,0,1,39,38,7,2,4,0,193,2,7
1395,Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,27,18,9,1,0,0,0,0,0,0,0,0,22,0,0
1396,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,10.3,400,358,40,12,0,5,31,5,19,8,10,0,314,2,12
1397,Tim Lemperle,de GER,MF,Köln,de Bundesliga,17,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
1398,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,26.9,2153,2086,63,50,1,24,0,9,0,0,0,0,1985,4,6
1399,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,5.5,127,126,1,0,0,0,8,1,0,0,0,0,84,0,9
1400,Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,1992,29.4,990,682,303,50,0,0,0,0,0,0,0,0,762,5,1
1401,Christopher Lenz,de GER,DFMF,Union Berlin,de Bundesliga,24,1994,25.2,1177,855,318,9,0,4,64,309,0,0,0,0,836,4,35
1402,Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,1992,1.4,42,26,16,8,0,0,0,0,0,0,0,0,29,0,0
1403,Pedro León,es ESP,MFFW,Eibar,es La Liga,32,1986,21.1,712,581,128,30,0,4,190,16,82,37,39,1,400,3,28
1404,Sergio León,es ESP,FW,Levante,es La Liga,30,1989,7.5,96,87,7,0,0,0,6,1,0,0,0,0,53,2,6
1405,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,15.4,605,585,18,7,1,6,11,4,2,0,0,0,497,2,10
1406,Mehdi Léris,dz ALG,MFFW,Sampdoria,it Serie A,21,1998,5.7,228,220,8,1,2,2,30,1,6,5,1,0,166,0,8
1407,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,30,1415,1376,33,28,0,16,6,5,0,0,0,0,1104,6,25
1408,Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10,316,182,132,37,0,0,0,0,0,0,0,0,203,2,0
1409,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,30.7,796,766,23,5,8,8,22,0,0,0,0,0,571,7,32
1410,Jamal Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,25.6,1333,1078,252,10,1,6,44,242,0,0,0,0,1052,3,41
1411,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,8.6,178,159,19,0,1,1,2,0,0,0,0,0,133,0,1
1412,Stephan Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,14.9,600,421,174,9,0,0,30,165,0,0,0,0,394,5,28
1413,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,16.5,1037,916,117,40,1,35,128,8,69,27,30,0,791,4,11
1414,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,20.2,1045,1003,39,32,0,15,5,7,0,0,0,0,892,3,9
1415,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,19,1999,27.2,1565,1518,44,41,1,13,2,3,0,0,0,0,1408,3,7
1416,Isaac Lihadji,fr FRA,MF,Marseille,fr Ligue 1,17,2002,0.3,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
1417,Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,2.2,126,97,29,7,0,5,11,22,0,0,0,0,95,0,5
1418,Anderson Lima,br BRA,MFDF,Lazio,it Serie A,19,1999,0.7,26,23,3,1,0,0,2,0,2,1,1,0,20,0,0
1419,Lucas Lima,br BRA,FWDF,Nantes,fr Ligue 1,27,1991,3,181,140,40,10,0,1,32,17,13,2,11,0,125,1,6
1420,Anthony Limbombe,be BEL,FWMF,Nantes,fr Ligue 1,25,1994,1.7,54,51,3,0,1,0,11,1,2,2,0,0,34,0,2
1421,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,25,1994,34.4,2114,2054,58,42,2,2,2,16,0,0,0,0,1824,2,16
1422,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,22.4,762,738,24,7,1,6,33,5,12,3,3,0,589,0,24
1423,Jesse Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,26,1992,10.4,408,384,22,3,4,1,7,8,2,0,0,0,350,2,5
1424,Pol Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,29.4,1300,1105,191,16,1,10,80,175,0,0,0,0,956,4,39
1425,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,25,1993,25.9,1640,1600,35,31,1,14,1,4,0,0,0,0,1427,5,12
1426,Fernando Llorente,es ESP,FW,Napoli,it Serie A,34,1985,5.6,154,149,4,0,0,1,0,0,0,0,0,0,124,1,3
1427,Marcos Llorente,es ESP,MFFW,Atlético Madrid,es La Liga,24,1995,15.2,493,484,6,4,2,2,8,0,0,0,0,0,382,3,18
1428,Gautier Lloris,fr FRA,DF,Nice,fr Ligue 1,24,1995,3,178,177,1,1,0,1,0,0,0,0,0,0,163,0,1
1429,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,20.1,573,386,185,35,0,0,0,0,0,0,0,0,414,2,0
1430,Giovani Lo Celso,ar ARG,MFFW,Tottenham,eng Premier League,23,1996,16.6,1034,931,99,48,8,5,57,8,40,30,5,0,839,4,16
1431,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,24,1994,8.4,639,630,9,9,0,8,1,0,0,0,0,0,605,0,3
1432,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,15.4,776,761,14,12,1,6,4,0,2,0,1,0,685,1,12
1433,Jürgen Locadia,nl NED,FWMF,Brighton,eng Premier League,25,1993,1,21,20,0,0,0,0,1,0,0,0,0,0,10,1,4
1434,Jürgen Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,5.9,136,124,10,1,1,0,4,1,0,0,0,0,96,2,7
1435,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,21,1998,28.7,2190,2069,112,78,9,33,64,4,30,17,11,1,1882,9,21
1436,Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,26.6,1241,937,296,8,3,2,87,288,0,0,0,0,914,8,35
1437,Ruben Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,23,1996,2.3,133,129,4,3,1,2,1,0,1,0,0,0,119,0,0
1438,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,2.1,118,113,5,1,0,1,5,0,4,0,3,0,94,0,2
1439,Kevin Long,ie IRL,DF,Burnley,eng Premier League,28,1990,6.3,201,199,2,1,0,1,0,1,0,0,0,0,149,0,4
1440,Shane Long,ie IRL,FW,Southampton,eng Premier League,32,1987,15.5,402,400,1,0,0,2,19,1,0,0,0,0,210,1,14
1441,Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,6.4,258,254,3,2,1,2,2,0,0,0,0,0,206,1,4
1442,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,15.3,666,609,56,41,1,11,33,1,12,6,3,0,509,1,16
1443,Ademola Lookman,ng NGA,FWMF,RB Leipzig,de Bundesliga,21,1997,3.4,149,137,12,1,0,1,14,7,3,1,1,1,110,0,6
1444,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,821,588,233,45,0,2,0,1,0,0,0,0,687,0,0
1445,Rony Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,1.5,49,44,4,0,0,0,5,0,4,2,1,0,40,1,1
1446,Rony Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,0.9,26,25,1,0,0,0,0,1,0,0,0,0,24,0,0
1447,Adrián López,es ESP,FW,Osasuna,es La Liga,31,1988,16,505,486,15,0,0,0,16,0,0,0,0,0,350,4,13
1448,David López,es ESP,DFMF,Espanyol,es La Liga,29,1989,27.3,1401,1349,48,45,1,12,12,3,0,0,0,0,1113,4,10
1449,Diego López,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,1140,701,435,132,0,2,0,1,0,0,0,0,666,4,0
1450,Javi López,es ESP,DF,Alavés,es La Liga,17,2002,1,30,22,8,0,0,0,5,8,0,0,0,0,18,0,2
1451,Javi López,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,701,565,135,8,0,1,35,127,0,0,0,0,502,1,12
1452,Lluis López,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,245,234,11,7,0,1,2,4,0,0,0,0,217,0,4
1453,Maxime Lopez,fr FRA,MFFW,Marseille,fr Ligue 1,21,1997,12.3,899,868,31,13,1,1,23,9,9,3,4,0,789,0,9
1454,Pau López,es ESP,GK,Roma,it Serie A,24,1994,32,1052,760,286,78,0,3,0,0,0,0,0,0,837,6,1
1455,Roberto López,es ESP,FWMF,Real Sociedad,es La Liga,19,2000,0.6,44,42,2,1,0,0,3,1,0,0,0,0,34,0,3
1456,Unai López,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,1221,1075,144,65,0,25,101,4,56,18,20,5,1008,2,14
1457,Losada,es ESP,MFFW,Celta Vigo,es La Liga,17,2001,0.1,12,12,0,0,0,0,3,0,0,0,0,0,7,0,0
1458,Albert Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,22,22,0,0,0,0,0,0,0,0,0,0,21,0,0
1459,Imran Louza,ma MAR,MFFW,Nantes,fr Ligue 1,20,1999,22.3,1155,1021,126,48,4,17,78,6,55,19,25,1,878,8,9
1460,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1461,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,683,666,17,14,2,5,0,3,0,0,0,0,569,0,1
1462,Eduard Löwen,de GER,MF,Augsburg,de Bundesliga,22,1997,7.5,239,201,33,16,0,1,22,0,16,11,4,0,143,5,6
1463,Eduard Löwen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,148,143,5,4,1,2,2,0,1,0,1,0,117,0,2
1464,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17,755,588,162,8,2,6,45,154,0,0,0,0,509,5,14
1465,Hirving Lozano,mx MEX,FWMF,Napoli,it Serie A,24,1995,11.4,343,332,9,0,1,0,41,4,4,0,4,0,247,2,20
1466,Pol Lozano,es ESP,MF,Espanyol,es La Liga,19,1999,1.9,85,84,1,0,0,1,1,0,1,0,1,0,75,0,1
